title,original_title,studio,associate_studios,original_language,tmdb_release_date,IAD_release_date,genres,poster_path,IAD_link,tmdbUrl
Pokémon Heroes,劇場版ポケットモンスター 水の都の護神 ラティアスとラティオス,"OLM, Inc.","Mushi Production, Dr Movie, Gainax, Kyoto Animation, APPP, Oh! Production, Doga Kobo, Nakamura Production, Seigasha, Studio Live, Studio Dub, Studio Cockpit, Radix, Kino Production, Dragon Production, Yumeta Company, G&amp;G Direction, Tokyo Animation Center, Snowlight Staff",Japanese,2002-07-13,2002-07-13,"Adventure,Action,Fantasy,Science Fiction",/qHcZJ3MkTay6XCzgb8BPy22qHPR.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=79592,https://www.themoviedb.org/movie/33875
The ChubbChubbs!,The ChubbChubbs!,Sony Pictures Animation,,English,2002-07-03,2002-07-03,"Comedy,Science Fiction,Family",/1MtQFiKWSlr5D8jUqYtfDVTld6J.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=48163,https://www.themoviedb.org/movie/27042
Mike's New Car,Mike's New Car,Pixar,,English,2002-05-24,2002-09-17,"Comedy,Family,Fantasy",/mOnNx05XOPFeQhOqpbPI0lwEf4N.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=8339,https://www.themoviedb.org/movie/13931
The Jetsons: The Best Son,The Jetsons: The Best Son,Spumco,,English,2002-03-17,2002-03-08,Comedy,,https://www.intanibase.com/iad_entries/entry.aspx?shortID=59688,https://www.themoviedb.org/movie/417884
Tom and Jerry: The Magic Ring,Tom and Jerry: The Magic Ring,Warner Bros.,"Koko Enterprise, Seoul Movie Co., LTD.",English,2002-03-12,2002-03-12,"Comedy,Family,Fantasy",/fF6I48WGKktHfGYYSVKPTVildWE.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=18476,https://www.themoviedb.org/movie/14787
Millennium Actress,千年女優,Madhouse,"Dr Movie, Shaft",Japanese,2002-09-14,2002-09-14,"Drama,Romance",/p44UXOFBCY5xbpCKEsWpi4filCD.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=55478,https://www.themoviedb.org/movie/33320
The Land Before Time VIII: The Big Freeze,The Land Before Time VIII: The Big Freeze,Universal Cartoon Studios,,English,2001-12-04,2001-12-04,"Adventure,Family",/ztofs0LZY9Q6Ni3HEwibdZoewpd.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=25498,https://www.themoviedb.org/movie/25587
Spirited Away,千と千尋の神隠し,Studio Ghibli,"Madhouse, Telecom Animation Film Co., Ltd., Production I.G, Gainax, Shaft, Studio Deen, Oh! Production, Doga Kobo, Studio Hibari, Anime Torotoro, Nakamura Production, Studio Musashi, Studio Cockpit, Studio Boomerang, Studio Takuranke, AIC, Sound Ring, Anime Sound Production",Japanese,2001-07-20,2001-07-20,"Family,Fantasy",/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=20688,https://www.themoviedb.org/movie/129
Pokémon 4Ever,劇場版ポケットモンスター セレビィ 時を超えた遭遇,"OLM, Inc.",,Japanese,2001-07-06,2001-07-07,"Adventure,Fantasy,Science Fiction,Family",/4Vafl9UF5oCiZYOl9q1hh1uZosR.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=79591,https://www.themoviedb.org/movie/12600
Final Fantasy: The Spirits Within,Final Fantasy: The Spirits Within,Square Pictures,"Polygon Pictures, Inc., Kusanagi, Digital Frontier, Shirogumi, Skywalker Sound",English,2001-07-02,2001-07-11,"Adventure,Action,Fantasy,Science Fiction,Thriller,Romance",/47b1EwFqqSWxYna7NtUM7iML4oT.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=69985,https://www.themoviedb.org/movie/2114
Metropolis,メトロポリス,Madhouse,"Mushi Production, Dr Movie, Tezuka Productions, Oh! Production, Asahi Production, Studio Cosmos, Beijing Xie Le Art Co., Ltd.",Japanese,2001-05-26,2001-05-26,Science Fiction,/tOehVz3MhBhzvpvizEnsC8Gylo1.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=55515,https://www.themoviedb.org/movie/9606
The Mansion Cat,The Mansion Cat,Hanna-Barbera,"Koko Enterprise, Monterey Post Production",English,2001-04-08,2001-04-08,Comedy,/b95weE26xgPlDwvvFXMQHkRDXjl.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=17946,https://www.themoviedb.org/movie/366679
Little Go Beep,Little Go Beep,Warner Bros.,,English,2000-11-05,2000-12-30,Other,/fUtqravAgq4nAkyRZwQRPx7UWFw.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=6982,https://www.themoviedb.org/movie/197727
Grandma Got Run Over by a Reindeer,Grandma Got Run Over by a Reindeer,Phil Roman Entertainment,"Koko Enterprise, Atomic Cartoons, The Fred Rappoport Company, Horta Editorial &amp; Sound, Octane Post",English,2000-10-31,2000-10-31,"Family,Comedy,Fantasy",/3LHGXFo26o8ycCF7WeetpwLg6Jo.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=39512,https://www.themoviedb.org/movie/51531
Casper's Haunted Christmas,Casper's Haunted Christmas,Mainframe Entertainment,,English,2000-10-31,2000-10-31,"Family,Fantasy",/3BFR30kh0O3NKR1Sfea3HXCG6hw.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=49971,https://www.themoviedb.org/movie/5833
Ah! My Goddess: The Movie,劇場版 ああっ女神さまっ,AIC,,Japanese,2000-10-21,2000-10-21,"Fantasy,Drama,Comedy,Science Fiction,Romance",/cJ3rrHCzpElGNNHwA9FxFCpDhr5.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=83207,https://www.themoviedb.org/movie/21174
Blue's Big Musical Movie,Blue's Big Musical Movie,Nickelodeon,,English,2000-10-03,2000-10-03,"Comedy,Family",/jCA3KRKoBsCc92d1W1UiOxj4uVs.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=72618,https://www.themoviedb.org/movie/25242
Nikki,Nikki,Sea Monkey Productions,,English,2000-06-30,2000-06-30,"Family,Comedy",/sRirgwjD59g2Du2exLTMtdzmDtR.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=28342,https://www.themoviedb.org/movie/483033
Chicken Run,Chicken Run,Aardman,"DreamWorks Pictures, Pathé",English,2000-06-23,2000-06-23,"Comedy,Family",/oYbVT9e0k2ZSrRhDSCw2Yqshe1n.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=24943,https://www.themoviedb.org/movie/7443
For the Birds,For the Birds,Pixar,,English,2000-11-02,2000-06-30,"Family,Comedy",/50j57HZij4mR1wZCNAAdXzTyeCq.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=8338,https://www.themoviedb.org/movie/13930
Tom Sawyer,Tom Sawyer,MGM,Wang Film Productions,English,2000-04-04,2000-04-04,"Family,Adventure",/vFab8MwNldV5ZaIuvDdro3HKXnq.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=45123,https://www.themoviedb.org/movie/42313
One Piece: The Movie,ワンピース,Toei Animation,"Oh! Production, Seigasha, Last House, M.S.J. Musashino Production, Kagura, Actas, Studio Wanpack, Athens Art Studio, Studio Loft, Araki Production, Baku Production, Sanko Production, ACC Production, Studio Gashu, Fizz Sound Creation",Japanese,2000-03-04,2000-03-04,"Action,Adventure,Comedy,Fantasy",/aRqQNSuXpcE3dkJC43aEg9f2HXd.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=64279,https://www.themoviedb.org/movie/19576
