name,featuredFilm,year,role,wikiLink,wikiImageLink
Dolores Madrigal,Encanto,2021,heroine,https://disney.fandom.com/wiki/Dolores_Madrigal,https://static.wikia.nocookie.net/disney/images/c/cf/Profile_-_Dolores_Madrigal.png
Mariano Guzmán,Encanto,2021,heroes,https://disney.fandom.com/wiki/Mariano_Guzm%C3%A1n,https://static.wikia.nocookie.net/disney/images/5/58/Profile_-_Mariano_Guzman.jpeg
Señora Guzmán,Encanto,2021,heroine,https://disney.fandom.com/wiki/Se%C3%B1ora_Guzm%C3%A1n,https://static.wikia.nocookie.net/disney/images/6/6f/Profile_-_Se%C3%B1ora_Guzm%C3%A1n.jpg
Osvaldo,Encanto,2021,character,https://disney.fandom.com/wiki/Osvaldo,https://static.wikia.nocookie.net/disney/images/7/73/Osvaldo.jpg/revision/latest?cb=20211214005302
Pico,Encanto,2021,heroes,https://disney.fandom.com/wiki/Pico,https://static.wikia.nocookie.net/disney/images/7/76/Pico_Profile.png
Town Kids,Encanto,2021,character,https://disney.fandom.com/wiki/Town_Kids,https://static.wikia.nocookie.net/disney/images/9/90/Town_Kids.jpg/revision/latest?cb=20220107005630
Luca Paguro,Luca,2021,protagonist,https://disney.fandom.com/wiki/Luca_Paguro,https://static.wikia.nocookie.net/disney/images/0/04/Profile_-_Luca_Paguro.jpg/revision/latest?cb=20210720235829
Alberto Scorfano,Luca,2021,protagonist,https://disney.fandom.com/wiki/Alberto_Scorfano,https://static.wikia.nocookie.net/disney/images/c/ce/Profile_-_Alberto_Scorfano.png/revision/latest?cb=20220403060753
Giulia Marcovaldo,Luca,2021,heroine,https://disney.fandom.com/wiki/Giulia_Marcovaldo,https://static.wikia.nocookie.net/disney/images/6/6c/Profile_-_Giulia_Marcovaldo.png
Ercole Visconti,Luca,2021,villain,https://disney.fandom.com/wiki/Ercole_Visconti,https://static.wikia.nocookie.net/disney/images/7/7f/Ercvis.jpg/revision/latest?cb=20210620075908
Daniela Paguro,Luca,2021,heroine,https://disney.fandom.com/wiki/Daniela_Paguro,https://static.wikia.nocookie.net/disney/images/c/cd/Daniela_Paguro_2.jpg
Massimo Marcovaldo,Luca,2021,heroes,https://disney.fandom.com/wiki/Massimo_Marcovaldo,https://static.wikia.nocookie.net/disney/images/8/8b/Massimo_%282%29.jpg
Lorenzo Paguro,Luca,2021,heroes,https://disney.fandom.com/wiki/Lorenzo_Paguro,https://static.wikia.nocookie.net/disney/images/3/3f/Lorenzo_Paguro_2.png
Ciccio,Luca,2021,character,https://disney.fandom.com/wiki/Ciccio_and_Guido,https://static.wikia.nocookie.net/disney/images/d/dd/Ciccio_and_Guido.png/revision/latest?cb=20210620075738
Guido,Luca,2021,heroes,https://disney.fandom.com/wiki/Ciccio_and_Guido,https://static.wikia.nocookie.net/disney/images/4/47/Profile_-_Guido.png
Mrs. Marsigliese,Luca,2021,character,https://disney.fandom.com/wiki/Mrs._Marsigliese,https://static.wikia.nocookie.net/disney/images/1/15/Profile_-_Mrs._Marsigliese.jpg/revision/latest?cb=20231216211125
Grandma Paguro,Luca,2021,heroine,https://disney.fandom.com/wiki/Grandma_Paguro,https://static.wikia.nocookie.net/disney/images/0/0e/Daniela%27s_mother_%282%29.jpg
Uncle Ugo,Luca,2021,character,https://disney.fandom.com/wiki/Uncle_Ugo,https://static.wikia.nocookie.net/disney/images/6/68/Uncle_Ugo_%282%29.jpg/revision/latest?cb=20210621155941
Concetta Aragosta,Luca,2021,heroines,https://disney.fandom.com/wiki/Concetta_and_Pinuccia_Aragosta,https://static.wikia.nocookie.net/disney/images/0/0e/Concetta_and_Pinuccia_Aragosta_with_gelatos.jpg/revision/latest?cb=20220120031959
Pinuccia Aragosta,Luca,2021,heroines,https://disney.fandom.com/wiki/Concetta_and_Pinuccia_Aragosta,https://static.wikia.nocookie.net/disney/images/0/0e/Concetta_and_Pinuccia_Aragosta_with_gelatos.jpg/revision/latest?cb=20220120031959
Raya,Raya and the Last Dragon,2021,protagonist,https://disney.fandom.com/wiki/Raya,https://static.wikia.nocookie.net/disney/images/8/8b/Profile_-_Raya.jpg/revision/latest?cb=20211125075632
Sisu,Raya and the Last Dragon,2021,heroine,https://disney.fandom.com/wiki/Sisu,https://static.wikia.nocookie.net/disney/images/2/20/Profile_-_Sisu.jpeg
Boun,Raya and the Last Dragon,2021,heroes,https://disney.fandom.com/wiki/Boun,https://static.wikia.nocookie.net/disney/images/b/b9/Profile_-_Boun.jpeg
Namaari,Raya and the Last Dragon,2021,villain,https://disney.fandom.com/wiki/Namaari,https://static.wikia.nocookie.net/disney/images/9/9a/Profile_-_Namaari.png/revision/latest?cb=20210126170234
Chief Benja,Raya and the Last Dragon,2021,character,https://disney.fandom.com/wiki/Chief_Benja,https://static.wikia.nocookie.net/disney/images/f/fc/Profile_-_Chief_Benja.jpeg/revision/latest?cb=20210126230451
Tong,Raya and the Last Dragon,2021,heroes,https://disney.fandom.com/wiki/Tong,https://static.wikia.nocookie.net/disney/images/0/09/Profile_-_Tong.jpeg
Virana,Raya and the Last Dragon,2021,character,https://disney.fandom.com/wiki/Virana,https://static.wikia.nocookie.net/disney/images/e/eb/Profile_-_Virana.jpeg/revision/latest?cb=20210127050520
Little Noi,Raya and the Last Dragon,2021,heroines,https://disney.fandom.com/wiki/Noi,https://static.wikia.nocookie.net/disney/images/6/68/Profile_-_Noi.jpeg/revision/latest?cb=20210128104743
Dang Hu,Raya and the Last Dragon,2021,villain,https://disney.fandom.com/wiki/Dang_Hu,https://static.wikia.nocookie.net/disney/images/5/50/Dang_Hu.jpg/revision/latest?cb=20210314001426
Tuk Tuk,Raya and the Last Dragon,2021,heroes,https://disney.fandom.com/wiki/Tuk_Tuk,https://static.wikia.nocookie.net/disney/images/5/53/Profile_%E2%80%94_Tuk_Tuk.jpeg
Chief of Tail,Raya and the Last Dragon,2021,character,https://disney.fandom.com/wiki/The_Tail_Chief,https://static.wikia.nocookie.net/disney/images/d/d4/Tail_Chief.png/revision/latest?cb=20210316142837
Dang Hai,Raya and the Last Dragon,2021,character,https://disney.fandom.com/wiki/Dang_Hai,https://static.wikia.nocookie.net/disney/images/7/7a/Dang_Hai.png/revision/latest?cb=20210405163617
Chief of Spine,Raya and the Last Dragon,2021,character,https://disney.fandom.com/wiki/The_Spine_Chief,https://static.wikia.nocookie.net/disney/images/8/8d/The_Spine_Chief.png/revision/latest?cb=20210405161847
Druun,Raya and the Last Dragon,2021,villain,https://disney.fandom.com/wiki/Druun,https://static.wikia.nocookie.net/disney/images/b/be/Druun.png/revision/latest?cb=20210306202744
Alisha Hawthorne,Lightyear,2022,heroine,https://disney.fandom.com/wiki/Alisha_Hawthorne,https://static.wikia.nocookie.net/disney/images/c/c7/Profile_-_Alicia_Hawthorne.png
Izzy Hawthorne,Lightyear,2022,heroine,https://disney.fandom.com/wiki/Izzy_Hawthorne,https://static.wikia.nocookie.net/disney/images/8/89/Profile_-_Izzy_Hawthorne.jpg
Commander Burnside,Lightyear,2022,heroes,https://disney.fandom.com/wiki/Commander_Burnside,https://static.wikia.nocookie.net/disney/images/5/53/Lightyear_%2827%29.png
Mo Morrison,Lightyear,2022,heroes,https://disney.fandom.com/wiki/Mo_Morrison,https://static.wikia.nocookie.net/disney/images/a/a2/Profile_-_Morrison.jpg
Darby Steel,Lightyear,2022,heroine,https://disney.fandom.com/wiki/Darby_Steel,https://static.wikia.nocookie.net/disney/images/2/24/Profile_-_Steel.jpg
Airman Díaz,Lightyear,2022,character,https://disney.fandom.com/wiki/Airman_D%C3%ADaz,https://static.wikia.nocookie.net/disney/images/7/76/Airman_Diaz.jpg/revision/latest?cb=20220516203341
Sox,Lightyear,2022,heroes,https://disney.fandom.com/wiki/Sox,https://static.wikia.nocookie.net/disney/images/f/f6/Profile_-_Sox.png
I.V.A.N.,Lightyear,2022,character,https://disney.fandom.com/wiki/I.V.A.N.,https://static.wikia.nocookie.net/disney/images/3/36/Profile_-_IVAN.jpg/revision/latest?cb=20220715174952
Buzz Lightyear,Lightyear,2022,heroes,https://disney.fandom.com/wiki/Buzz_Lightyear,https://static.wikia.nocookie.net/disney/images/7/74/Profile_-_Buzz_Lightyear.jpeg/revision/latest?cb=20190623020017
Searcher Clade,Strange World,2022,protagonist,https://disney.fandom.com/wiki/Searcher_Clade,https://static.wikia.nocookie.net/disney/images/6/60/Profile_-_Searcher_Clade.png/revision/latest?cb=20220921154109
Jaeger Clade,Strange World,2022,heroes,https://disney.fandom.com/wiki/Jaeger_Clade,https://static.wikia.nocookie.net/disney/images/1/14/Profile_-_Jaeger_Clade.jpg
Ethan Clade,Strange World,2022,heroes,https://disney.fandom.com/wiki/Ethan_Clade,https://static.wikia.nocookie.net/disney/images/e/e2/Profile_-_Ethan_Clade.png
Meridian Clade,Strange World,2022,heroine,https://disney.fandom.com/wiki/Meridian_Clade,https://static.wikia.nocookie.net/disney/images/b/b5/Profile_-_Meridian_Clade.jpg
Callisto Mal,Strange World,2022,heroine,https://disney.fandom.com/wiki/Callisto_Mal,https://static.wikia.nocookie.net/disney/images/3/35/Profile_-_Callisto_Mal.png
Caspian,Strange World,2022,heroes,https://disney.fandom.com/wiki/Caspian,https://static.wikia.nocookie.net/disney/images/4/4d/Caspian_%28Strange_World%29.png
Diazo,Strange World,2022,character,https://disney.fandom.com/wiki/Diazo,https://static.wikia.nocookie.net/disney/images/b/b6/Diazo.png/revision/latest?cb=20221226020124
Kardez,Strange World,2022,character,https://disney.fandom.com/wiki/Kardez_and_Azimuth,https://static.wikia.nocookie.net/disney/images/1/1e/Kardez_and_Azimuth.png/revision/latest?cb=20230102053613
Azimuth,Strange World,2022,character,https://disney.fandom.com/wiki/Kardez_and_Azimuth,https://static.wikia.nocookie.net/disney/images/1/1e/Kardez_and_Azimuth.png/revision/latest?cb=20230102053613
The Clades,Strange World,2022,protagonist,https://disney.fandom.com/wiki/The_Clades,https://static.wikia.nocookie.net/disney/images/a/a6/The_Clade_Family.jpg/revision/latest?cb=20220606194754
Reapers,Strange World,2022,villain,https://disney.fandom.com/wiki/Reapers,https://static.wikia.nocookie.net/disney/images/f/fd/Reapers.png/revision/latest?cb=20230222114646
Mei Lee,Turning Red,2022,protagonist,https://disney.fandom.com/wiki/Mei_Lee,https://static.wikia.nocookie.net/disney/images/8/8c/Profile_-_Mei_Lee.png/revision/latest?cb=20240126030955
Ming Lee,Turning Red,2022,heroine,https://disney.fandom.com/wiki/Ming_Lee,https://static.wikia.nocookie.net/disney/images/f/ff/Profile_-_Ming_Lee.png
Miriam Mendelsohn,Turning Red,2022,heroine,https://disney.fandom.com/wiki/Miriam_Mendelsohn,https://static.wikia.nocookie.net/disney/images/3/37/Miriam_Mendelsohn.jpg
Abby Park,Turning Red,2022,heroine,https://disney.fandom.com/wiki/Abby_Park,https://static.wikia.nocookie.net/disney/images/6/60/Abby_Park.jpg
Priya Mangal,Turning Red,2022,heroine,https://disney.fandom.com/wiki/Priya_Mangal,https://static.wikia.nocookie.net/disney/images/5/58/Profile_-_Priya_Mangal.jpeg
Jin Lee,Turning Red,2022,heroes,https://disney.fandom.com/wiki/Jin_Lee,https://static.wikia.nocookie.net/disney/images/e/ed/Jin_Lee.jpg
Grandma Wu,Turning Red,2022,heroine,https://disney.fandom.com/wiki/Grandma_Wu,https://static.wikia.nocookie.net/disney/images/c/cd/Grandma_%28Turning_Red%29.png
Tyler Nguyen-Baker,Turning Red,2022,heroes,https://disney.fandom.com/wiki/Tyler_Nguyen-Baker,https://static.wikia.nocookie.net/disney/images/f/ff/Profile_-_Tyler_Nguyen-Baker.png
Auntie Chen,Turning Red,2022,heroines,"https://disney.fandom.com/wiki/Chen,_Ping,_Helen,_and_Lily",https://static.wikia.nocookie.net/disney/images/f/f6/Aunties_%28Turning_Red%29.png/revision/latest?cb=20230107055923
Lily,Turning Red,2022,heroines,"https://disney.fandom.com/wiki/Chen,_Ping,_Helen,_and_Lily",https://static.wikia.nocookie.net/disney/images/f/f6/Aunties_%28Turning_Red%29.png/revision/latest?cb=20230107055923
Helen,Turning Red,2022,heroines,"https://disney.fandom.com/wiki/Chen,_Ping,_Helen,_and_Lily",https://static.wikia.nocookie.net/disney/images/f/f6/Aunties_%28Turning_Red%29.png/revision/latest?cb=20230107055923
Auntie Ping,Turning Red,2022,heroines,"https://disney.fandom.com/wiki/Chen,_Ping,_Helen,_and_Lily",https://static.wikia.nocookie.net/disney/images/f/f6/Aunties_%28Turning_Red%29.png/revision/latest?cb=20230107055923
Rabbit,Turning Red,2022,protagonist,https://disney.fandom.com/wiki/Rabbit_(Burrow),https://static.wikia.nocookie.net/disney/images/3/3c/Burrow_-_Bunny.png/revision/latest?cb=20230603032958
Ember Lumen,Elemental,2023,protagonist,https://disney.fandom.com/wiki/Ember_Lumen,https://static.wikia.nocookie.net/disney/images/3/36/Profile_-_Ember_Lumen.png/revision/latest?cb=20231111181951
Wade Ripple,Elemental,2023,heroes,https://disney.fandom.com/wiki/Wade_Ripple,https://static.wikia.nocookie.net/disney/images/0/0f/Profile_-_Wade_Ripple.png
Bernie Lumen,Elemental,2023,heroes,https://disney.fandom.com/wiki/Bernie_Lumen,https://static.wikia.nocookie.net/disney/images/8/8c/Profile_-_Bernie_Lumen.png
Cinder Lumen,Elemental,2023,heroine,https://disney.fandom.com/wiki/Cinder_Lumen,https://static.wikia.nocookie.net/disney/images/1/1a/Profile_-_Cinder_Lumen.png
Gale Cumulus,Elemental,2023,heroine,https://disney.fandom.com/wiki/Gale_Cumulus,https://static.wikia.nocookie.net/disney/images/0/02/Profile_-_Gale.jpg
Brook Ripple,Elemental,2023,heroine,https://disney.fandom.com/wiki/Brook_Ripple,https://static.wikia.nocookie.net/disney/images/6/6f/Profile_-_Brook_Ripple.png
Clod,Elemental,2023,character,https://disney.fandom.com/wiki/Clod,https://static.wikia.nocookie.net/disney/images/f/f5/Profile_-_Clod.jpg/revision/latest?cb=20231105214526
Harold Ripple,Elemental,2023,character,https://disney.fandom.com/wiki/Harold_Ripple,https://static.wikia.nocookie.net/disney/images/5/5c/Profile_-_Harold_Ripple.jpg/revision/latest?cb=20240120071004
Flarrietta,Elemental,2023,character,https://disney.fandom.com/wiki/Flarrietta,https://static.wikia.nocookie.net/disney/images/e/e6/Profile_-_Flarrietta.png/revision/latest?cb=20240102133654
Fern Grouchwood,Elemental,2023,character,https://disney.fandom.com/wiki/Fern_Grouchwood,https://static.wikia.nocookie.net/disney/images/f/fc/Profile_-_Fern_Grouchwood.png/revision/latest?cb=20240709210800
Alan Ripple,Elemental,2023,character,https://disney.fandom.com/wiki/Alan_Ripple,https://static.wikia.nocookie.net/disney/images/f/fe/Profile_-_Alan_Ripple.png/revision/latest?cb=20240114033439
Lutz,Elemental,2023,character,https://disney.fandom.com/wiki/Lutz,https://static.wikia.nocookie.net/disney/images/2/25/Profile_-_Lutz.jpg/revision/latest?cb=20230619044146
Wood Immigration Official,Elemental,2023,character,https://disney.fandom.com/wiki/C.C._Stump,https://static.wikia.nocookie.net/disney/images/9/90/CCStump.jpg/revision/latest?cb=20230917143328
Flarry,Elemental,2023,character,https://disney.fandom.com/wiki/Flarry,https://static.wikia.nocookie.net/disney/images/1/18/Profile_-_Flarry.png/revision/latest?cb=20240102133756
Asha,Wish,2023,protagonist,https://disney.fandom.com/wiki/Asha,https://static.wikia.nocookie.net/disney/images/4/40/Profile_-_Asha.jpg/revision/latest?cb=20231020153040
King Magnifico,Wish,2023,villain,https://disney.fandom.com/wiki/King_Magnifico,https://static.wikia.nocookie.net/disney/images/5/56/Wish_-_King_Magnifico.jpg/revision/latest?cb=20230427165841
Valentino,Wish,2023,heroes,https://disney.fandom.com/wiki/Valentino,https://static.wikia.nocookie.net/disney/images/0/0b/Valentino.jpg
Queen Amaya,Wish,2023,heroine,https://disney.fandom.com/wiki/Queen_Amaya,https://static.wikia.nocookie.net/disney/images/0/0d/Profile_-_Queen_Amaya.png
Sabino,Wish,2023,character,https://disney.fandom.com/wiki/Sabino,https://static.wikia.nocookie.net/disney/images/4/41/Profile_-_Sabino.png/revision/latest?cb=20231017033151
Sakina,Wish,2023,character,https://disney.fandom.com/wiki/Sakina,https://static.wikia.nocookie.net/disney/images/2/20/Profile_-_Sakina.png/revision/latest?cb=20240207235816
Dahlia,Wish,2023,heroines,https://disney.fandom.com/wiki/Dahlia_(Wish),https://static.wikia.nocookie.net/disney/images/5/5e/Profile_-_Dahlia.png/revision/latest?cb=20231003175119
Gabo,Wish,2023,heroes,https://disney.fandom.com/wiki/Gabo,https://static.wikia.nocookie.net/disney/images/7/75/Profile_-_Gabo.png
Hal,Wish,2023,heroines,https://disney.fandom.com/wiki/Hal_(Wish),https://static.wikia.nocookie.net/disney/images/b/b4/Profile_-_Hal_%28Wish%29.png/revision/latest?cb=20240408202853
Simon,Wish,2023,heroes,https://disney.fandom.com/wiki/Simon_(Wish),https://static.wikia.nocookie.net/disney/images/0/05/Profile_-_Simon.png/revision/latest?cb=20240130002308
Safi,Wish,2023,heroes,https://disney.fandom.com/wiki/Safi,https://static.wikia.nocookie.net/disney/images/3/3b/Profile_-_Safi.png
Dario,Wish,2023,heroes,https://disney.fandom.com/wiki/Dario,https://static.wikia.nocookie.net/disney/images/2/25/Profile_-_Dario.png
Bazeema,Wish,2023,heroine,https://disney.fandom.com/wiki/Bazeema,https://static.wikia.nocookie.net/disney/images/a/af/Profile_-_Bazeema.png
Seven Teens,Wish,2023,protagonist,https://disney.fandom.com/wiki/Seven_Teens,https://static.wikia.nocookie.net/disney/images/0/04/Asha_and_her_friends.jpeg/revision/latest?cb=20231004203949
Anxiety,Inside Out 2,2024,heroine,https://disney.fandom.com/wiki/Anxiety,https://static.wikia.nocookie.net/disney/images/a/a3/Profile_-_Anxiety.jpg
Envy,Inside Out 2,2024,heroine,https://disney.fandom.com/wiki/Envy,https://static.wikia.nocookie.net/disney/images/6/65/Profile_-_Envy.jpg
Embarrassment,Inside Out 2,2024,heroes,https://disney.fandom.com/wiki/Embarrassment,https://static.wikia.nocookie.net/disney/images/d/dc/Profile_-_Embarrassment.jpg
Ennui,Inside Out 2,2024,heroine,https://disney.fandom.com/wiki/Ennui,https://static.wikia.nocookie.net/disney/images/5/51/Profile_-_Ennui.jpg
Nostalgia,Inside Out 2,2024,character,https://disney.fandom.com/wiki/Nostalgia,https://static.wikia.nocookie.net/disney/images/e/ea/Profile_-_Nostalgia.png/revision/latest?cb=20240610100918
"Valentina ""Val"" Ortiz",Inside Out 2,2024,heroines,https://disney.fandom.com/wiki/Val_Ortiz,https://static.wikia.nocookie.net/disney/images/6/66/Profile_-_Val_Ortiz.png/revision/latest?cb=20241004044720
Grace Hsieh,Inside Out 2,2024,heroine,https://disney.fandom.com/wiki/Grace_Hsieh,https://static.wikia.nocookie.net/disney/images/8/85/Profile_-_Grace_Hsieh.png
"Breonna ""Bree"" Young",Inside Out 2,2024,heroines,https://disney.fandom.com/wiki/Bree_Young,https://static.wikia.nocookie.net/disney/images/8/83/Profile_-_Bree.png/revision/latest?cb=20240626055941
Coach Roberts,Inside Out 2,2024,character,https://disney.fandom.com/wiki/Coach_Roberts,https://static.wikia.nocookie.net/disney/images/f/f6/Coach_Roberts.png/revision/latest?cb=20240619225358
Bloofy,Inside Out 2,2024,heroes,https://disney.fandom.com/wiki/Bloofy,https://static.wikia.nocookie.net/disney/images/6/60/ITS_BLOOFY%21%21%21%21.jpg
Pouchy,Inside Out 2,2024,heroes,https://disney.fandom.com/wiki/Pouchy,https://static.wikia.nocookie.net/disney/images/4/4f/Pouchy.png
Lance Slashblade,Inside Out 2,2024,heroes,https://disney.fandom.com/wiki/Lance_Slashblade,https://static.wikia.nocookie.net/disney/images/c/ce/Profile-Lance_Slashblade.png
